id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
1145106173050203500,¡Lujoso y moderno apartamento en centro histórico!,572767607,Adrian,CIUTAT VELLA,EL MERCAT,39.47317442172058,-0.3780241824616325,Entire home/apt,67,3,8,2024-06-19,5.71,2,72,8,NA
1120746984601832800,Mar&Sol flats by Vivo GC 1,568874632,Vivo GC,CAMINS AL GRAU,AIORA,39.463737990334835,-0.3392535018658416,Entire home/apt,127,2,9,2024-06-03,3.18,3,138,9,NA
1137451194296799200,Estupenda terraza y parking gratuito en Valencia,572939879,German,LA SAIDIA,SANT ANTONI,39.4902502,-0.3728009,Entire home/apt,93,2,8,2024-06-02,4.8,1,166,8,NA
41129846,"Piso Archiduque Carlos wifi, ascensor",107477338,Mihaela Gianina,PATRAIX,SAFRANAR,39.46166,-0.39779,Entire home/apt,98,7,9,2024-06-20,0.42,6,65,8,VT-44668-V
1112204628815358600,Valencia Bajo D - Apartamento Centro,12964124,Lucia,CIUTAT VELLA,SANT FRANCESC,39.46933,-0.38209,Entire home/apt,94,3,10,2024-06-08,5.45,5,38,10,VT-54864-V
1135502847961650200,Magnífico ático en Ciudad Ciencias con 3 terrazas.,80282718,Carlos,CAMINS AL GRAU,PENYA-ROJA,39.4566374,-0.3448944,Entire home/apt,226,3,10,2024-06-12,6.25,1,62,10,VT-47068-V
1025524923349081500,Apartamentos Las Ciencias Studio T. WiFi+A/C,14182776,Alberto,QUATRE CARRERES,CIUTAT DE LES ARTS I DE LES CIENCIES,39.45710959722,-0.35818158273392,Entire home/apt,90,1,8,2024-06-03,2.02,70,246,8,EGVT/0234/V
1116085389651228400,Ático con dos terrazas cerca del mar,566497734,Juan,POBLATS MARITIMS,CABANYAL-CANYAMELAR,39.464031482220825,-0.3334173560142517,Entire home/apt,110,3,9,2024-06-16,4.29,2,93,9,NA
9.2365986327109606e+17,Ruzafa joia appartament,239135306,Dario,L'EIXAMPLE,RUSSAFA,39.45911255072608,-0.3752189129590988,Entire home/apt,79,4,8,2024-06-04,0.89,1,292,8,NA
1122375443591651600,Hospédate en Ruzafa con tu grupo,456135217,Julio,L'EIXAMPLE,RUSSAFA,39.46080854369269,-0.36968663083572456,Entire home/apt,242,3,8,2024-06-15,4,52,175,8,NA
1110064321513169800,Apartment 87Llaves*Valen.Centro,566306114,Ochenta Y Siete LLAVES,EXTRAMURS,LA PETXINA,39.47655,-0.39173,Entire home/apt,106,1,9,2024-06-19,4.09,3,335,9,NA
754799968541303200,"Design, beach and centric loft",173616332,Pepe Y Sara,L'EIXAMPLE,LA GRAN VIA,39.4653,-0.37294,Entire home/apt,96,2,9,2024-06-12,0.46,3,88,7,VT-46145-V
933809064518970900,Amplio apartamento con garaje,58325872,Clara Ines,RASCANYA,ELS ORRIOLS,39.493831512558856,-0.3719057033628742,Entire home/apt,99,20,10,2024-06-14,0.97,2,254,10,NA
1103631036423674100,Casa Maritima,14031964,Aleksandr,CAMINS AL GRAU,AIORA,39.46501445067386,-0.33922329765470943,Entire home/apt,124,3,9,2024-06-16,3.14,2,130,9,NA
1120264762044949900,Mar&Sol flats by Vivo GC 3,568874632,Vivo GC,CAMINS AL GRAU,AIORA,39.463709,-0.3392974,Entire home/apt,126,2,8,2024-06-02,2.82,3,100,8,NA
1056464738253674400,Flat - Terrace near the Nord Station,552004331,Valma,EXTRAMURS,LA ROQUETA,39.46427623775874,-0.38035055855270966,Entire home/apt,110,1,9,2024-06-11,1.55,1,338,9,VT-45161-V
976840,San Lia,5343696,Eduard,JESUS,LA CREU COBERTA,39.4528,-0.38262,Entire home/apt,130,2,8,2024-06-02,0.06,1,173,3,NA
1096967644541569400,Felix Flat,432981976,Joan,BENICALAP,BENICALAP,39.491821471304874,-0.3837073742021417,Entire home/apt,92,1,10,2024-06-20,3.06,21,221,10,NA
1109995429081729900,Hermoso ático con dos terrazas cerca del mar,566497734,Juan,POBLATS MARITIMS,CABANYAL-CANYAMELAR,39.4640314,-0.3334174,Entire home/apt,140,3,9,2024-06-16,2.78,2,29,9,NA
44180848,Vlc apartamento cerca de la playa.,298318735,Raquel,POBLATS MARITIMS,CABANYAL-CANYAMELAR,39.46427,-0.32992,Entire home/apt,324,1,10,2024-06-02,0.29,1,70,5,Exp. 03501-2019-1904
1096904488403951900,Loft EA playa Cabanyal  2,563369225,Xuejie,POBLATS MARITIMS,CABANYAL-CANYAMELAR,39.46667066149016,-0.3348022359143151,Entire home/apt,132,2,10,2024-06-06,3.49,6,220,10,NA
1.1202155588666319e+18,Atico EA playa cabanyal,563369225,Xuejie,POBLATS MARITIMS,CABANYAL-CANYAMELAR,39.46603959999999,-0.3337257,Entire home/apt,146,2,10,2024-06-13,3.57,6,67,10,NA
939284684544654600,"Apartamento mercado 
10B",500343338,Cristobal,L'EIXAMPLE,RUSSAFA,39.46277192813992,-0.3715536451213643,Entire home/apt,73,30,10,2024-06-09,0.94,13,143,10,NA
1097086803388544300,magnífico ático tríplex,17166540,Jorge,PATRAIX,VARA DE QUART,39.459848594389626,-0.4132564812471598,Entire home/apt,131,3,10,2024-06-16,3.06,1,192,10,NA
862710707503861800,"Rualva Flats, Convento 1 with terrace",129996041,Marcos,EXTRAMURS,LA ROQUETA,39.46464423976129,-0.3805851869487348,Entire home/apt,165,4,10,2024-06-06,0.75,8,38,9,VT-51844-V
902829279987199700,"Apartamento 8 pax, Sauna, Wifi, AC, cerca de Playa",486015813,Carlos,POBLATS MARITIMS,CABANYAL-CANYAMELAR,39.463253321439474,-0.3338298068308117,Entire home/apt,273,4,8,2024-06-04,0.63,3,48,6,VT-50528-V
1068998576519283700,Ven a Valencia la bella ciudad,226064725,Trinidad,CAMINS AL GRAU,CAMI FONDO,39.46658517217492,-0.3549075499176979,Entire home/apt,110,3,10,2024-06-09,2.59,6,40,10,NA
805683028852750600,Precioso y luminoso piso para nómadas teletrabajo.,456098333,Claudio,CAMINS AL GRAU,PENYA-ROJA,39.46463410440654,-0.35704358134690134,Entire home/apt,65,30,9,2024-06-06,0.59,11,249,6,NA
1139012731113254900,Apartamento Valencia,523318449,Jose,QUATRE CARRERES,MONT-OLIVET,39.46119357237435,-0.3633603542995851,Entire home/apt,63,1,8,2024-06-05,4.62,5,166,8,NA
1.1041474824831921e+18,Central apartment with nice terrace,491663354,Stl Apartamentos,EXTRAMURS,EL BOTANIC,39.4742538509876,-0.3844421768455232,Entire home/apt,137,2,10,2024-06-09,3.13,11,170,10,NA
1107159376211682800,Piso increíble en pleno Carmen,104348482,Pilar,CIUTAT VELLA,EL CARME,39.4768,-0.37823,Entire home/apt,331,2,8,2024-06-21,3.08,8,224,8,NA
1015776477231354400,"Turia Gardens, near to Old Town",5389709,Monika,CAMPANAR,LES TENDETES,39.48135665658616,-0.386696420609951,Entire home/apt,135,4,8,2024-06-06,2.07,1,182,8,NA
19475720,CENTRE DELUXE AP,128151199,Inmaculada,CIUTAT VELLA,SANT FRANCESC,39.469297485714606,-0.3742582817142523,Entire home/apt,400,5,8,2024-06-03,0.1,1,69,4,NA
1103603502347838600,Estudio Plus Ultra,261149179,Vacansis,QUATRE CARRERES,EN CORTS,39.45593,-0.37344,Entire home/apt,66,1,8,2024-06-18,2.82,6,270,8,NA
